1.7275 -0.213644 -0.158348
1.74928 -0.203492 -0.179238
1.72712 -0.186312 -0.154475
1.77107 -0.19334 -0.197037
1.7489 -0.17616 -0.176071
1.72673 -0.158981 -0.151
1.81464 -0.173036 -0.222246
1.79247 -0.155856 -0.20962
1.79285 -0.183188 -0.211449
1.7703 -0.138677 -0.192335
1.77069 -0.166008 -0.194557
1.72597 -0.104317 -0.145462
1.72635 -0.131649 -0.147968
1.74813 -0.121497 -0.170771
1.74852 -0.148829 -0.173236
1.80607 -0.26737 -0.223302
1.80821 -0.243787 -0.222853
1.78643 -0.253939 -0.212693
1.81036 -0.220203 -0.222514
1.78857 -0.230355 -0.212096
1.76679 -0.240507 -0.198151
1.8125 -0.19662 -0.222303
1.79071 -0.206772 -0.211679
1.74714 -0.227076 -0.179932
1.76893 -0.216924 -0.197475
1.63635 -0.171562 -0.0292237
1.65914 -0.182082 -0.0650682
1.65876 -0.154751 -0.0604286
1.68193 -0.192603 -0.0990135
1.68154 -0.165271 -0.0945026
1.68116 -0.13794 -0.0905527
1.70471 -0.203123 -0.130329
1.70433 -0.175792 -0.126074
1.70356 -0.121128 -0.119056
1.70395 -0.14846 -0.122307
1.73134 -0.295859 -0.174556
1.75003 -0.288737 -0.190453
1.73038 -0.275305 -0.170376
1.76871 -0.281615 -0.203957
1.74907 -0.268183 -0.18687
1.72942 -0.254752 -0.16624
1.78739 -0.274493 -0.214949
1.76775 -0.261061 -0.201032
1.72846 -0.234198 -0.162219
1.7481 -0.247629 -0.183355
1.75139 -0.0980733 -0.172565
1.77356 -0.115253 -0.193639
1.77682 -0.0918294 -0.19516
1.8179 -0.149612 -0.222708
1.82116 -0.126189 -0.223305
1.79573 -0.132433 -0.210482
1.82768 -0.0793415 -0.224805
1.80225 -0.0855854 -0.212698
1.82442 -0.102765 -0.224006
1.79899 -0.109009 -0.211514
1.8285 -0.259312 -0.229772
1.85093 -0.251253 -0.232174
1.83064 -0.235728 -0.229567
1.89578 -0.235135 -0.224744
1.8755 -0.21961 -0.230625
1.87335 -0.243194 -0.230483
1.85521 -0.204085 -0.232166
1.85307 -0.227669 -0.232169
1.83492 -0.188561 -0.229347
1.83278 -0.212144 -0.229423
1.64044 -0.196357 -0.0396734
1.64454 -0.221153 -0.0505304
1.66323 -0.206878 -0.0751906
1.65272 -0.270744 -0.0732551
1.67142 -0.256469 -0.0962876
1.64863 -0.245948 -0.0617469
1.69011 -0.242194 -0.118315
1.66732 -0.231673 -0.0856157
1.70881 -0.227919 -0.139088
1.68602 -0.217398 -0.108569
1.71169 -0.28958 -0.153106
1.71073 -0.269027 -0.148268
1.69203 -0.283302 -0.128796
1.70977 -0.248473 -0.143588
1.67238 -0.277023 -0.102042
1.69107 -0.262748 -0.123446
1.69885 -0.0953743 -0.110708
1.67173 -0.0864313 -0.072189
1.67644 -0.112185 -0.0811903
1.61749 -0.0685452 0.0118693
1.62221 -0.0942994 0.00244657
1.64461 -0.0774883 -0.0309372
1.62692 -0.120054 -0.00756769
1.64933 -0.103242 -0.0402962
1.63164 -0.145808 -0.0181373
1.65404 -0.128997 -0.0501418
1.84737 -0.0941779 -0.230409
1.84411 -0.117602 -0.230047
1.86706 -0.109014 -0.232221
1.83759 -0.164449 -0.229435
1.86054 -0.155862 -0.232198
1.84085 -0.141025 -0.229718
1.90644 -0.138687 -0.224327
1.88675 -0.123851 -0.230187
1.88349 -0.147274 -0.230479
1.8638 -0.132438 -0.232221
1.85787 -0.179974 -0.232182
1.89845 -0.211023 -0.224809
1.90111 -0.186911 -0.224763
1.87816 -0.195498 -0.230633
1.90378 -0.162799 -0.224603
1.88083 -0.171386 -0.230586
1.81304 -0.0656699 -0.218136
1.7984 -0.0519984 -0.20949
1.78761 -0.0719139 -0.202658
1.76912 -0.0246552 -0.186585
1.75833 -0.0445707 -0.177104
1.78376 -0.0383268 -0.198948
1.74754 -0.0644863 -0.16699
1.77297 -0.0582423 -0.19075
1.73676 -0.0844018 -0.156396
1.76218 -0.0781578 -0.181925
1.78739 -0.356484 -0.22203
1.79206 -0.334206 -0.222166
1.77338 -0.341328 -0.213599
1.79673 -0.311927 -0.22243
1.77805 -0.31905 -0.213881
1.75936 -0.326172 -0.2028
1.8014 -0.289649 -0.222814
1.78272 -0.296771 -0.214333
1.74535 -0.311015 -0.189749
1.76404 -0.303893 -0.203267
1.82481 -0.283198 -0.229732
1.84354 -0.299026 -0.232153
1.84723 -0.27514 -0.232158
1.881 -0.330683 -0.224878
1.8847 -0.306796 -0.225009
1.86227 -0.314855 -0.230527
1.88839 -0.282909 -0.225029
1.86597 -0.290968 -0.230563
1.89209 -0.259022 -0.224941
1.86966 -0.267081 -0.230549
1.69209 8.54755e-05 -0.0977546
1.67344 -0.0170722 -0.0714993
1.70056 -0.0260152 -0.109582
1.65479 -0.0342299 -0.0442035
1.68191 -0.0431729 -0.0843763
1.70903 -0.0521159 -0.121512
1.63614 -0.0513876 -0.0162834
1.66326 -0.0603306 -0.0580377
1.7175 -0.0782166 -0.133488
1.69038 -0.0692736 -0.0974784
1.55864 -0.236979 0.0781593
1.58216 -0.24542 0.0399622
1.57807 -0.220624 0.0519869
1.60568 -0.253861 0.00138886
1.60159 -0.229066 0.013538
1.5975 -0.20427 0.0251543
1.6292 -0.262303 -0.0366505
1.62511 -0.237507 -0.0246689
1.61693 -0.187916 -0.00202678
1.62102 -0.212712 -0.0131132
1.74986 -0.0184701 -0.168168
1.73061 -0.0122849 -0.147007
1.73908 -0.0383856 -0.157047
1.71135 -0.0060997 -0.123429
1.71982 -0.0322004 -0.134436
1.72829 -0.0583011 -0.145456
1.81079 -0.350034 -0.229227
1.83419 -0.343583 -0.232117
1.81546 -0.327755 -0.229333
1.8576 -0.337133 -0.230655
1.83887 -0.321305 -0.232132
1.82013 -0.305477 -0.229503
1.61193 -0.162821 0.0100052
1.60722 -0.137067 0.0211426
1.58751 -0.154081 0.0495608
1.59779 -0.0855588 0.0415527
1.57808 -0.102572 0.0706854
1.6025 -0.111313 0.0316673
1.53866 -0.136599 0.125743
1.56309 -0.14534 0.0884641
1.55837 -0.119586 0.0988709
1.58279 -0.128326 0.0604681
1.71962 -0.314941 -0.16637
1.69996 -0.308662 -0.143629
1.70789 -0.334023 -0.157912
1.66065 -0.296105 -0.0905467
1.66858 -0.321466 -0.107633
1.68031 -0.302384 -0.118225
1.68444 -0.372187 -0.140691
1.69617 -0.353105 -0.149311
1.67651 -0.346827 -0.124381
1.68824 -0.327744 -0.134034
1.76165 -0.36041 -0.208856
1.74764 -0.345254 -0.196861
1.73591 -0.364336 -0.19062
1.73363 -0.330098 -0.182643
1.71018 -0.368262 -0.167712
1.7219 -0.34918 -0.175275
1.84928 -0.0703512 -0.230548
1.86897 -0.0851876 -0.232208
1.87088 -0.0613608 -0.23218
1.90835 -0.11486 -0.224198
1.91026 -0.0910337 -0.223955
1.88866 -0.100024 -0.230084
1.91408 -0.0433802 -0.223098
1.89248 -0.0523705 -0.229677
1.91217 -0.067207 -0.22359
1.89057 -0.0761973 -0.229916
